monthly_gross_income,statutory_deductions,monthly_net_income,declared_living_expenses,minimum_expense_norm,living_expenses_used,existing_debt_repayments,maintenance_obligations,discretionary_income_before_new_credit,requested_credit_amount,loan_term_months,annual_interest_rate_assumption,proposed_installment,remaining_after_proposed_credit,number_existing_credit_accounts,missed_payments_12m,arrears_amount,defaults_history,employment_months,income_variability_pct,savings_amount,credit_utilisation_pct,affordability_pass,synthetic_risk_probability,faircredit_readiness_score,credit_risk
17049.63,706.01,16343.62,5575.06,2139.85,5575.06,2181.39,0.0,8587.17,30571.25,36,0.3019,1301.01,7286.16,1,0,0.0,1,29,22.9,17638.51,31.2,1,0.3863,61,1
13748.42,771.74,12976.68,6068.49,1842.74,6068.49,3016.01,0.0,3892.18,30411.47,48,0.1967,920.13,2972.05,2,1,0.0,0,67,12.5,1283.17,63.5,1,0.5018,50,0
7260.81,226.41,7034.4,4020.07,1258.85,4020.07,713.77,725.84,1574.72,15900.12,36,0.1596,558.68,1016.04,0,1,0.0,0,12,28.2,2410.74,50.1,1,0.63,37,1
6687.34,244.09,6443.25,1871.69,1207.24,1871.69,619.39,0.0,3952.17,19361.17,18,0.2497,1300.65,2651.52,0,3,0.0,0,113,12.9,3839.71,37.9,1,0.4819,52,0
6606.63,114.77,6491.86,1772.52,1199.98,1772.52,692.74,792.7,3233.9,3804.84,18,0.2583,257.21,2976.69,1,1,0.0,0,25,7.0,3486.71,26.7,1,0.3038,70,0
88231.89,18604.08,69627.81,43323.57,7486.03,43323.57,12230.28,1683.77,12390.19,120000.0,48,0.296,4292.6,8097.59,2,0,0.0,0,57,29.9,27430.87,34.1,1,0.2921,71,0
35890.31,3577.62,32312.69,12692.33,3748.39,12692.33,3965.08,1386.14,14269.14,39908.34,12,0.1797,3658.22,10610.92,2,0,0.0,0,126,6.7,20952.13,14.7,1,0.0964,90,1
16714.97,523.75,16191.22,8939.35,2109.73,8939.35,2357.89,0.0,4893.98,12961.7,18,0.1848,829.98,4064.0,1,1,0.0,0,38,9.6,14392.79,43.7,1,0.2294,77,1
8394.05,378.97,8015.08,2406.5,1360.84,2406.5,818.47,0.0,4790.11,13901.73,36,0.2402,545.56,4244.55,2,1,0.0,1,9,29.5,1303.01,25.9,1,0.6145,39,0
17202.59,694.15,16508.44,4012.14,2153.61,4012.14,2299.91,0.0,10196.39,46422.44,6,0.161,8104.47,2091.92,1,0,0.0,0,32,15.6,17349.6,57.9,1,0.3963,60,1
13457.44,628.67,12828.77,6910.96,1816.55,6910.96,3524.65,0.0,2393.16,38376.03,12,0.1752,3509.59,-1116.43,3,1,4451.52,0,30,13.8,16015.09,86.8,0,0.9281,7,1
58983.91,9593.24,49390.67,17642.11,5511.79,17642.11,11157.6,0.0,20590.96,105474.87,24,0.2481,5619.46,14971.5,3,2,0.0,0,31,16.3,26871.96,66.1,1,0.4627,54,1
2230.93,65.72,2165.21,1091.0,896.59,1091.0,285.38,0.0,788.83,1959.16,12,0.2815,189.21,599.62,0,3,1572.43,0,31,19.2,356.87,68.6,1,0.635,37,1
4990.64,55.3,4935.34,1287.69,1082.87,1287.69,235.06,517.82,2894.77,4780.02,36,0.1605,168.17,2726.6,0,1,0.0,0,77,28.9,14966.83,12.9,1,0.1892,81,0
12777.83,528.12,12249.71,5147.87,1755.38,5147.87,1765.69,0.0,5336.15,25514.54,6,0.1774,4475.15,861.0,1,2,0.0,0,16,6.0,2677.71,58.6,1,0.6615,34,0
6566.37,274.34,6292.03,2234.54,1196.35,2234.54,770.95,648.84,2637.7,15824.18,36,0.12,525.59,2112.11,1,1,0.0,0,30,13.5,9196.77,35.3,1,0.3555,64,1
23460.82,1371.19,22089.63,10167.98,2716.85,10167.98,1251.85,943.04,9726.76,14880.25,24,0.2771,814.54,8912.22,1,0,0.0,0,17,18.2,41189.2,14.4,1,0.0921,91,0
28841.43,2158.85,26682.58,14748.87,3170.38,14748.87,5470.89,0.0,6462.82,14859.45,36,0.2939,625.88,5836.94,4,1,0.0,0,22,19.9,4674.83,71.8,1,0.4862,51,1
3420.69,63.78,3356.91,551.12,976.9,976.9,383.49,0.0,1996.52,8217.93,36,0.2242,315.64,1680.88,0,1,0.0,0,64,11.9,2158.92,47.1,1,0.5051,49,0
9539.48,397.67,9141.81,2877.43,1463.93,2877.43,1569.2,0.0,4695.18,6768.03,60,0.12,150.55,4544.63,1,1,0.0,0,33,0.0,2097.93,67.4,1,0.4638,54,1
23539.43,1210.32,22329.11,10495.55,2723.93,10495.55,3916.27,0.0,7917.29,42368.63,24,0.2645,2292.25,5625.04,3,2,0.0,0,24,19.9,30493.81,22.2,1,0.342,66,0
37639.81,3917.13,33722.68,19531.0,3891.84,19531.0,9578.96,0.0,4612.72,20318.7,60,0.2898,644.75,3967.97,4,1,0.0,0,38,9.1,12697.43,79.9,1,0.6298,37,0
12033.53,424.13,11609.4,2880.95,1688.4,2880.95,2478.8,0.0,6249.65,21820.19,18,0.1529,1364.22,4885.43,1,3,0.0,0,37,10.9,1961.46,88.3,1,0.7083,29,1
5523.74,149.36,5374.38,2774.99,1118.85,2774.99,319.3,0.0,2280.09,10883.78,12,0.2693,1044.67,1235.42,0,1,0.0,0,41,11.9,2302.13,26.6,1,0.2594,74,0
20335.65,1169.09,19166.56,9784.75,2435.59,9784.75,3954.87,2008.7,3418.24,47729.36,18,0.1558,2990.55,427.69,3,2,7134.47,0,19,13.2,6811.74,65.1,1,0.8078,19,1
5725.74,192.35,5533.39,3061.08,1132.49,3061.08,315.3,0.0,2157.01,12250.78,60,0.2626,368.68,1788.33,0,0,0.0,0,51,0.0,649.88,26.2,1,0.2583,74,0
28979.23,2276.14,26703.09,9136.47,3181.68,9136.47,5811.81,0.0,11754.81,52702.53,48,0.1699,1520.35,10234.46,4,1,0.0,0,44,24.3,48988.25,58.4,1,0.253,75,0
13217.83,773.03,12444.8,5899.6,1794.98,5899.6,1418.28,0.0,5126.92,39401.76,48,0.2169,1234.81,3892.11,1,2,0.0,0,59,1.6,2742.3,32.9,1,0.3639,64,0
6938.54,278.65,6659.89,3411.45,1229.85,3411.45,353.86,791.89,2102.69,4391.41,24,0.2164,227.03,1875.66,0,0,0.0,0,60,14.2,1184.6,15.8,1,0.1441,86,0
22531.84,1275.68,21256.16,9467.11,2633.25,9467.11,2794.06,0.0,8994.99,28324.1,18,0.1986,1832.41,7162.58,0,0,0.0,0,12,18.4,12012.56,71.2,1,0.4736,53,1
23434.31,1879.63,21554.68,6994.59,2714.47,6994.59,2811.36,1767.08,9981.65,9275.91,24,0.1771,461.77,9519.88,1,0,0.0,0,93,0.0,31751.47,30.0,1,0.1758,82,0
10442.1,429.87,10012.23,3755.6,1545.17,3755.6,1652.93,913.79,3689.91,30282.93,36,0.2431,1192.97,2496.94,2,0,0.0,0,49,11.8,2277.95,59.2,1,0.5295,47,1
20016.0,1215.65,18800.35,9561.39,2406.82,9561.39,495.86,0.0,8743.1,39944.15,24,0.2813,2195.03,6548.07,0,0,0.0,0,60,14.0,14596.89,3.0,1,0.0697,93,0
75880.39,14449.06,61431.33,27153.83,6652.31,27153.83,23087.1,0.0,11190.4,120000.0,12,0.3161,11793.84,-603.44,6,3,0.0,0,94,7.8,18870.93,63.1,0,0.9584,4,1
19971.02,969.09,19001.93,7733.36,2402.77,7733.36,2163.2,0.0,9105.37,16584.95,6,0.2455,2965.46,6139.91,1,1,0.0,0,9,18.5,5934.55,17.3,1,0.2337,77,1
7263.03,124.81,7138.22,1822.56,1259.05,1822.56,789.81,0.0,4525.85,2036.33,36,0.2325,79.09,4446.76,0,1,0.0,0,28,8.4,2445.89,82.2,1,0.3497,65,1
16829.26,879.73,15949.53,4831.51,2120.01,4831.51,3427.38,416.75,7273.89,20382.62,60,0.1505,485.4,6788.49,0,2,0.0,0,11,1.7,3910.65,90.1,1,0.6578,34,1
8295.72,225.54,8070.18,2065.53,1351.99,2065.53,389.51,0.0,5615.14,6514.58,12,0.2202,609.8,5005.34,0,0,0.0,0,38,17.6,1223.65,11.7,1,0.1216,88,0
15243.1,1055.92,14187.18,4999.76,1977.26,4999.76,1183.72,0.0,8003.7,27113.27,12,0.1617,2462.2,5541.5,0,1,0.0,0,7,10.7,13835.67,25.4,1,0.3016,70,0
18490.52,888.21,17602.31,7463.65,2269.53,7463.65,1761.64,0.0,8377.02,28412.8,36,0.2156,1078.69,7298.33,1,3,0.0,0,37,5.2,10432.75,34.8,1,0.4278,57,0
9596.35,350.41,9245.94,3987.41,1469.05,3987.41,641.04,373.27,4244.22,5641.52,48,0.12,148.56,4095.66,0,1,6094.72,0,41,3.6,4922.3,16.3,1,0.2133,79,0
10519.78,421.46,10098.32,2720.6,1552.16,2720.6,1606.68,772.14,4998.9,20194.63,18,0.18,1288.5,3710.4,0,0,0.0,0,15,3.3,5615.41,59.2,1,0.4522,55,0
76724.12,15046.05,61678.07,23645.24,6709.26,23645.24,18607.46,0.0,19425.37,120000.0,48,0.1995,3648.74,15776.63,3,3,10519.96,0,35,19.2,5960.84,74.2,1,0.8331,17,1
7149.76,148.6,7001.16,3711.72,1248.86,3711.72,994.21,579.14,1716.09,13229.38,36,0.2779,545.7,1170.39,0,0,0.0,0,78,18.1,1401.51,54.6,1,0.3685,63,0
40124.47,3496.98,36627.49,10256.62,4095.59,10256.62,8950.3,0.0,17420.57,77329.29,36,0.2144,2930.89,14489.68,2,0,0.0,0,47,12.2,10470.78,59.1,1,0.4903,51,1
13738.32,812.88,12925.44,6914.34,1841.83,6914.34,2400.88,0.0,3610.22,7485.02,18,0.2055,486.74,3123.48,0,2,0.0,0,9,20.6,7298.61,66.8,1,0.6037,40,0
20738.92,1274.01,19464.91,8763.41,2471.88,8763.41,3463.37,0.0,7238.13,20619.3,24,0.2475,1097.93,6140.2,3,2,0.0,0,58,20.4,22510.54,49.4,1,0.481,52,0
1667.56,44.63,1622.93,1012.0,858.56,1012.0,309.67,0.0,301.26,4625.69,12,0.1986,428.19,-126.93,0,0,870.29,0,47,10.9,745.99,82.5,0,0.9466,5,1
10116.79,463.59,9653.2,3971.59,1515.89,3971.59,1606.9,0.0,4074.71,23641.9,24,0.2594,1272.92,2801.79,2,0,0.0,0,51,7.6,3502.24,34.2,1,0.3402,66,1
7002.47,285.04,6717.43,4153.72,1235.6,4153.72,298.92,0.0,2264.79,18595.59,60,0.1848,477.1,1787.69,0,0,0.0,0,8,26.3,2988.92,8.5,1,0.2247,78,0
18111.13,924.86,17186.27,6475.98,2235.38,6475.98,2144.53,0.0,8565.76,35326.77,18,0.1847,2261.95,6303.81,1,0,0.0,0,29,10.1,31448.19,32.0,1,0.3624,64,1
50160.67,5962.3,44198.37,15559.71,4916.23,15559.71,4156.93,0.0,24481.73,120000.0,12,0.2565,11443.16,13038.57,1,2,0.0,0,99,14.6,76368.6,42.6,1,0.5238,48,0
32749.12,2196.99,30552.13,14993.85,3490.81,14993.85,2563.12,0.0,12995.16,74994.32,48,0.2247,2382.12,10613.04,0,1,0.0,0,21,13.3,46216.44,33.4,1,0.235,76,0
2208.99,22.09,2186.9,1081.54,895.11,1081.54,240.25,0.0,865.11,1000.0,12,0.2744,96.23,768.88,0,2,0.0,0,87,14.8,1488.0,53.3,1,0.3654,63,1
9511.26,347.6,9163.66,4352.84,1461.39,4352.84,1421.38,1015.03,2374.41,23564.22,18,0.2716,1608.37,766.04,1,2,0.0,0,45,16.4,21094.53,71.6,1,0.6096,39,1
2542.26,34.52,2507.74,651.45,917.6,917.6,407.61,0.0,1182.53,3077.62,36,0.2522,122.72,1059.81,1,0,0.0,0,65,0.0,86.4,50.9,1,0.2469,75,0
77551.19,13509.7,64041.49,35481.6,6765.09,35481.6,8358.25,0.0,20201.64,120000.0,36,0.2258,4619.05,15582.59,2,0,0.0,0,82,6.0,10600.14,37.8,1,0.3053,69,1
8156.16,272.81,7883.35,3794.29,1339.43,3794.29,1720.25,0.0,2368.81,7230.43,36,0.2575,290.35,2078.46,1,2,0.0,0,73,11.4,1781.03,79.5,1,0.542,46,0
11486.39,616.81,10869.58,4993.78,1639.16,4993.78,1095.8,275.73,4504.27,11488.2,36,0.2363,448.49,4055.78,0,2,0.0,0,22,7.4,8755.61,44.2,1,0.5179,48,1
14308.82,657.05,13651.77,4058.74,1893.17,4058.74,2775.8,0.0,6817.23,6793.93,24,0.2128,350.04,6467.19,1,0,0.0,0,17,10.2,39159.79,67.1,1,0.27,73,0
19648.09,921.45,18726.64,10015.14,2373.71,10015.14,3044.48,0.0,5667.02,19692.14,48,0.1609,559.03,5107.99,1,2,0.0,0,43,0.0,24806.23,55.9,1,0.3777,62,1
11874.65,639.43,11235.22,4947.7,1674.1,4947.7,1621.53,0.0,4665.99,21785.15,48,0.2437,714.69,3951.3,0,1,0.0,0,71,10.6,2680.97,62.9,1,0.4633,54,1
22339.26,1260.05,21079.21,7295.12,2615.91,7295.12,1374.77,0.0,12409.32,11769.99,36,0.2312,456.35,11952.97,1,0,0.0,0,59,14.9,5507.53,9.9,1,0.1599,84,0
4947.03,201.23,4745.8,1616.68,1079.92,1616.68,505.98,341.41,2281.73,5929.15,36,0.2334,230.57,2051.16,0,2,0.0,0,24,13.2,1656.57,52.3,1,0.5199,48,1
2836.36,52.78,2783.58,1227.72,937.45,1227.72,293.06,0.0,1262.8,4259.82,48,0.2848,149.64,1113.16,1,0,0.0,0,65,14.6,3859.8,29.4,1,0.2575,74,1
2074.51,42.72,2031.79,442.73,886.03,886.03,0.0,0.0,1145.76,1987.23,60,0.2445,57.69,1088.07,0,0,1002.77,0,27,13.4,3314.29,15.8,1,0.0998,90,0
10418.86,557.73,9861.13,4243.66,1543.08,4243.66,1518.16,0.0,4099.31,21610.11,24,0.1864,1085.58,3013.73,0,1,0.0,0,32,12.6,10140.7,74.2,1,0.6226,38,0
58853.61,7707.64,51145.97,14804.67,5503.0,14804.67,10799.88,541.9,24999.52,88646.26,48,0.32,3295.73,21703.79,3,0,0.0,0,21,13.8,29305.79,40.5,1,0.3727,63,0
19654.39,938.27,18716.12,6069.79,2374.28,6069.79,1491.97,0.0,11154.36,49242.57,24,0.2081,2525.87,8628.49,1,0,0.0,0,12,3.1,11812.59,18.6,1,0.1898,81,0
18885.6,1006.28,17879.32,7479.54,2305.08,7479.54,2987.14,1045.1,6367.54,54920.08,18,0.264,3728.11,2639.43,0,1,0.0,0,49,23.1,15885.79,64.5,1,0.5831,42,1
11408.25,441.48,10966.77,4491.98,1632.12,4491.98,163.02,413.63,5898.14,32774.18,48,0.2678,1119.4,4778.74,0,1,0.0,0,50,3.9,6853.4,8.0,1,0.23,77,0
23020.33,2119.38,20900.95,11691.99,2677.21,11691.99,3498.76,0.0,5710.2,58059.84,36,0.2844,2415.35,3294.85,1,1,0.0,0,11,10.2,2787.15,73.5,1,0.6532,35,1
86052.75,16817.76,69234.99,24766.78,7338.94,24766.78,13546.71,0.0,30921.5,120000.0,24,0.32,6833.7,24087.8,2,0,0.0,0,57,11.3,100071.35,46.9,1,0.271,73,0
5955.53,89.69,5865.84,2749.82,1148.0,2749.82,144.36,480.41,2491.25,12577.87,36,0.2403,493.66,1997.59,0,0,0.0,0,4,29.4,5704.8,10.8,1,0.1665,83,1
83540.29,15825.06,67715.23,40724.77,7169.35,40724.77,19078.45,0.0,7912.01,120000.0,36,0.1807,4342.62,3569.39,5,1,0.0,0,18,20.0,35766.9,38.5,1,0.3718,63,0
12139.82,534.5,11605.32,3724.38,1697.96,3724.38,1784.97,0.0,6095.97,36320.3,12,0.2748,3495.82,2600.15,1,2,0.0,0,96,20.6,13103.96,63.4,1,0.6976,30,1
20017.72,1280.32,18737.4,7189.21,2406.97,7189.21,3966.86,0.0,7581.33,14514.49,12,0.2822,1402.32,6179.01,2,1,0.0,0,22,18.3,10047.85,68.4,1,0.6094,39,1
9581.25,277.93,9303.32,4666.29,1467.69,4666.29,776.77,839.09,3021.17,19384.04,12,0.188,1784.48,1236.69,2,1,0.0,0,79,0.0,4948.46,39.6,1,0.4232,58,0
17326.0,923.95,16402.05,6095.58,2164.72,6095.58,762.8,0.0,9543.67,33869.54,60,0.231,956.82,8586.85,0,1,3198.64,1,31,12.0,52575.03,17.8,1,0.2769,72,0
14516.36,963.71,13552.65,7014.32,1911.85,7014.32,2037.12,0.0,4501.21,33374.5,48,0.2617,1128.5,3372.71,3,0,0.0,0,72,8.5,7441.92,29.5,1,0.3021,70,1
86211.74,17674.92,68536.82,43639.6,7349.67,43639.6,7098.74,0.0,17798.48,50084.59,24,0.2221,2603.55,15194.93,1,1,0.0,0,37,21.0,67662.37,45.0,1,0.2439,76,1
31182.66,2707.02,28475.64,8601.78,3362.36,8601.78,5807.39,0.0,14066.47,20390.35,18,0.32,1441.09,12625.38,2,1,0.0,0,15,16.6,13017.83,61.4,1,0.5804,42,1
6388.58,306.3,6082.28,2968.41,1180.35,2968.41,730.28,0.0,2383.59,17616.91,60,0.2657,533.45,1850.14,0,1,0.0,0,51,21.6,751.22,54.2,1,0.4476,55,1
80302.16,14830.56,65471.6,33850.07,6950.78,33850.07,15470.82,0.0,16150.71,100734.97,12,0.1701,9187.77,6962.94,3,1,0.0,0,43,13.8,40803.81,65.9,1,0.4658,53,1
36026.28,3120.73,32905.55,18404.4,3759.53,18404.4,6454.42,0.0,8046.73,93036.97,18,0.2301,6160.98,1885.75,3,1,0.0,0,48,14.6,11972.72,28.9,1,0.4728,53,0
24734.51,1600.8,23133.71,9540.64,2831.49,9540.64,1646.19,0.0,11946.88,20566.94,36,0.1802,743.79,11203.09,1,3,2946.14,0,17,22.9,4394.24,25.8,1,0.4483,55,0
3364.98,57.62,3307.36,1157.73,973.14,1157.73,657.86,392.31,1099.46,1380.25,24,0.1385,66.17,1033.29,0,1,0.0,0,65,2.6,416.35,84.9,1,0.5135,49,1
6938.78,83.65,6855.13,3146.3,1229.87,3146.3,417.11,0.0,3291.72,9353.93,36,0.1747,335.67,2956.05,0,0,0.0,0,92,14.8,3711.07,23.8,1,0.2026,80,0
2738.09,61.34,2676.75,1772.42,930.82,1772.42,343.7,0.0,560.63,1786.4,24,0.2847,98.48,462.15,0,0,0.0,0,82,22.4,926.61,45.6,1,0.2886,71,0
1408.85,28.56,1380.29,506.32,841.1,841.1,236.12,0.0,303.07,4109.67,36,0.2474,162.83,140.24,0,0,0.0,0,28,6.7,448.76,74.2,1,0.662,34,1
56596.22,7790.65,48805.57,29399.39,5350.62,29399.39,16822.07,1328.85,1255.26,65746.84,12,0.193,6068.52,-4813.26,6,2,0.0,1,14,9.9,74256.86,97.8,0,0.9958,0,1
8659.76,316.31,8343.45,2322.67,1384.76,2322.67,892.01,0.0,5128.77,12681.81,48,0.1516,354.0,4774.77,1,0,0.0,0,12,10.8,4352.32,46.5,1,0.1956,80,0
17249.58,957.87,16291.71,4133.15,2157.84,4133.15,1972.72,0.0,10185.84,38894.46,18,0.1836,2488.43,7697.41,2,2,0.0,0,27,4.0,13068.69,36.2,1,0.2816,72,0
16358.42,618.79,15739.63,7913.11,2077.64,7913.11,2268.09,0.0,5558.43,15799.33,24,0.2866,872.52,4685.91,1,0,0.0,0,50,8.2,27833.16,19.6,1,0.1442,86,0
14197.11,697.36,13499.75,4860.69,1883.12,4860.69,1955.85,0.0,6683.21,7754.56,24,0.2766,424.3,6258.91,1,1,0.0,1,51,6.3,21963.68,37.3,1,0.5133,49,1
10193.91,438.46,9755.45,2034.34,1522.83,2034.34,1750.73,0.0,5970.38,16075.62,36,0.3052,687.02,5283.36,0,0,0.0,0,16,8.3,8587.83,63.8,1,0.4529,55,0
24970.96,1347.56,23623.4,9197.74,2852.77,9197.74,5384.89,0.0,9040.77,48366.1,60,0.2154,1323.24,7717.53,3,1,14482.54,0,75,0.0,63120.02,82.7,1,0.7591,24,0
23128.67,1862.19,21266.48,11775.1,2686.96,11775.1,3984.26,0.0,5507.12,11717.24,6,0.1802,2056.81,3450.31,2,2,0.0,0,75,15.1,53184.13,54.0,1,0.511,49,0
12909.64,400.76,12508.88,6947.41,1767.25,6947.41,1464.44,1442.84,2654.19,19385.81,12,0.2325,1826.08,828.11,2,1,0.0,0,90,14.2,6171.37,34.3,1,0.4101,59,0
10050.46,258.58,9791.88,3137.95,1509.92,3137.95,839.67,0.0,5814.26,12820.44,24,0.2917,711.33,5102.93,0,0,0.0,0,24,6.7,692.18,13.3,1,0.2004,80,0
19354.8,1153.55,18201.25,8352.15,2347.31,8352.15,2895.51,0.0,6953.59,28643.95,12,0.32,2820.67,4132.92,3,0,0.0,0,61,11.4,8138.38,23.4,1,0.1333,87,0
4471.49,134.97,4336.52,1302.97,1047.83,1302.97,251.37,0.0,2782.18,5048.43,36,0.2512,201.05,2581.13,0,1,491.4,0,62,1.5,2559.56,23.3,1,0.1557,84,0
13916.22,743.02,13173.2,5439.2,1857.84,5439.2,2042.46,1392.97,4298.57,5536.9,60,0.2602,165.84,4132.73,2,2,0.0,0,85,18.4,25998.59,51.8,1,0.2494,75,1
11086.22,498.88,10587.34,5243.73,1603.14,5243.73,2022.25,0.0,3321.36,16785.41,12,0.2703,1611.93,1709.43,1,1,0.0,1,16,16.8,10356.62,67.0,1,0.8476,15,1
8914.92,262.24,8652.68,3323.58,1407.72,3323.58,1288.78,0.0,4040.32,4298.27,12,0.255,409.56,3630.76,0,3,0.0,0,19,21.1,3592.28,64.2,1,0.6116,39,1
39517.82,4071.32,35446.5,14548.41,4045.84,14548.41,2590.87,2552.03,15755.19,40088.29,36,0.2485,1590.66,14164.53,0,0,0.0,0,63,8.9,13928.26,29.8,1,0.1993,80,0
11484.4,426.06,11058.34,3080.09,1638.98,3080.09,1160.99,0.0,6817.26,6934.87,48,0.1619,197.22,6620.04,0,1,0.0,1,64,23.7,10718.61,55.5,1,0.4663,53,1
34186.6,3143.56,31043.04,9353.02,3608.68,9353.02,5300.51,0.0,16389.51,11365.19,36,0.2842,472.66,15916.85,1,0,0.0,0,36,16.8,11252.6,51.9,1,0.2672,73,0
49090.09,6071.6,43018.49,15979.78,4830.77,15979.78,13345.28,0.0,13693.43,34082.37,48,0.2555,1140.63,12552.8,5,1,0.0,0,44,25.5,151771.03,71.0,1,0.3968,60,0
11215.22,388.32,10826.9,6159.72,1614.75,6159.72,418.51,0.0,4248.67,32157.9,12,0.2196,3009.11,1239.56,0,0,0.0,0,24,19.5,14237.7,18.7,1,0.3537,65,0
10943.4,389.62,10553.78,4155.27,1590.29,4155.27,1932.36,0.0,4466.15,3515.87,36,0.2346,136.95,4329.2,1,3,0.0,0,59,4.4,876.12,70.0,1,0.7093,29,1
1259.61,12.6,1247.01,400.0,831.02,831.02,129.99,0.0,286.0,3585.01,36,0.1608,126.18,159.82,1,0,0.0,0,89,14.9,196.88,22.0,1,0.1947,81,0
25147.44,1977.23,23170.21,7864.34,2867.47,7864.34,4207.01,2492.82,8606.04,30717.08,6,0.1879,5403.65,3202.39,2,0,0.0,0,101,25.4,11819.4,53.9,1,0.551,45,0
21305.16,1381.57,19923.59,9832.65,2522.84,9832.65,3171.14,0.0,6919.8,14797.18,60,0.294,473.29,6446.51,2,4,0.0,0,46,5.6,4354.44,34.7,1,0.4404,56,1
4614.24,46.14,4568.1,1726.98,1057.46,1726.98,654.75,0.0,2186.37,3458.06,48,0.2718,118.9,2067.47,0,1,0.0,0,72,12.8,449.63,79.9,1,0.6487,35,1
18293.08,1155.69,17137.39,8943.63,2251.76,8943.63,2384.07,0.0,5809.69,16564.68,6,0.2406,2957.75,2851.94,0,1,0.0,0,62,9.6,56467.49,40.7,1,0.2727,73,0
4209.06,99.88,4109.18,1746.15,1030.11,1746.15,439.21,0.0,1923.82,6345.53,6,0.1866,1115.89,807.93,0,0,0.0,0,122,7.4,1543.69,58.5,1,0.4762,52,1
13435.06,472.77,12962.29,4816.69,1814.54,4816.69,1608.4,301.3,6235.9,10308.78,36,0.1678,366.4,5869.5,1,1,0.0,0,13,9.9,6984.86,33.7,1,0.2505,75,1
19241.51,905.83,18335.68,4760.37,2337.12,4760.37,1423.7,0.0,12151.61,30065.59,18,0.1572,1885.84,10265.77,1,1,0.0,0,27,16.3,12131.64,17.8,1,0.1855,81,0
1488.13,16.95,1471.18,400.0,846.45,846.45,271.12,0.0,353.61,1259.61,12,0.2554,120.05,233.56,1,3,0.0,1,13,9.4,3926.0,89.2,1,0.8773,12,1
47821.53,5303.03,42518.5,18822.04,4726.75,18822.04,8436.27,1328.04,13932.15,119573.55,12,0.2186,11183.53,2748.62,4,0,0.0,0,59,0.0,11413.32,36.4,1,0.2984,70,0
6606.64,142.46,6464.18,3230.43,1199.98,3230.43,1192.21,0.0,2041.54,18747.29,60,0.2296,528.03,1513.51,0,0,0.0,0,53,12.9,6045.64,64.8,1,0.404,60,1
23838.78,2013.22,21825.56,7211.53,2750.87,7211.53,1786.85,0.0,12827.18,67656.66,18,0.2189,4443.27,8383.91,2,1,13587.58,0,36,24.0,2526.48,16.2,1,0.3199,68,1
16435.53,901.81,15533.72,7312.78,2084.58,7312.78,3751.51,0.0,4469.43,29964.69,36,0.2117,1131.58,3337.85,3,0,0.0,0,20,11.6,2880.83,87.4,1,0.6553,34,0
64422.17,11408.45,53013.72,27414.49,5878.88,27414.49,9904.8,1930.62,13763.81,120000.0,12,0.1925,11073.38,2690.43,1,4,11348.21,0,62,16.8,25347.31,72.5,1,0.9124,9,1
12660.47,571.12,12089.35,4950.41,1744.82,4950.41,2652.61,1122.76,3363.57,6342.89,18,0.254,427.43,2936.14,1,1,0.0,0,25,8.0,3336.82,77.6,1,0.6394,36,1
25017.1,1897.05,23120.05,11627.34,2856.78,11627.34,3468.37,0.0,8024.34,42781.58,36,0.1886,1565.23,6459.11,1,1,0.0,1,31,15.4,10242.64,49.5,1,0.6576,34,0
8720.14,221.29,8498.85,3937.14,1390.19,3937.14,494.27,0.0,4067.44,6168.62,36,0.1901,226.16,3841.28,1,1,0.0,0,29,17.9,14546.79,12.1,1,0.3087,69,1
30417.8,2440.69,27977.11,16456.34,3299.64,16456.34,4062.9,0.0,7457.87,69027.33,36,0.2382,2701.61,4756.26,0,0,0.0,0,77,8.7,7222.77,67.1,1,0.3748,63,1
10153.66,370.82,9782.84,4920.52,1519.21,4920.52,1349.24,0.0,3513.08,25016.06,48,0.1983,759.02,2754.06,0,1,0.0,0,35,6.6,3011.68,68.9,1,0.5491,45,1
24287.69,1812.68,22475.01,11932.21,2791.27,11932.21,2277.06,0.0,8265.74,26410.98,48,0.1636,753.34,7512.4,1,1,0.0,0,13,16.6,4749.37,29.8,1,0.2927,71,0
3949.72,91.61,3858.11,1087.78,1012.61,1087.78,257.08,358.35,2154.9,11715.9,24,0.287,647.23,1507.67,0,0,0.0,0,34,18.1,548.94,39.9,1,0.3072,69,0
78357.26,14958.34,63398.92,36442.37,6819.5,36442.37,13854.85,2847.11,10254.59,120000.0,24,0.1776,5976.93,4277.66,5,0,0.0,0,35,18.1,22423.0,36.7,1,0.3671,63,0
62933.0,9855.8,53077.2,33093.82,5778.36,33093.82,9979.59,0.0,10003.79,77423.0,48,0.2259,2464.17,7539.62,2,2,0.0,0,27,23.9,21059.62,46.0,1,0.4239,58,1
11832.72,449.68,11383.04,2635.25,1670.32,2635.25,958.56,0.0,7789.23,30319.82,24,0.1676,1495.6,6293.63,0,0,0.0,0,68,9.8,4609.06,42.5,1,0.251,75,0
13843.39,573.1,13270.29,5734.85,1851.29,5734.85,1419.26,488.21,5627.97,12139.39,12,0.1491,1095.15,4532.82,1,0,0.0,0,24,15.9,6798.11,26.2,1,0.2555,74,0
18175.68,877.82,17297.86,8508.68,2241.19,8508.68,3213.89,0.0,5575.29,47924.46,36,0.315,2073.95,3501.34,1,0,0.0,0,22,10.7,16450.92,70.9,1,0.3951,60,0
